id,Primary_Vocation,Acres,Percentage_Field_Crops,Percentage_Vegetable_Crops,Percentage_Tree_and_Vine_Crops,Percentage_Other,County,Alfalfa_Rank,Rice_Rank,Wheat_Rank,Triticale_Rank,Barley_Rank,Oats_Rank,Cotton_Rank,Corn_Rank,Corn_Silage_Rank,Small_Grain_Silage_Rank,Small_Grain_Hay_Rank,Grass_and_Grass_Mixtures_Hay_Rank,Sorghum_Sudangrass_Sudan_Rank,Dry_Beans_Rank,Mixed_Hay_Rank,Sunflower_Rank,Oilseeds_Rank,Sugar_Beets_Rank,Hemp_Rank,Other_Rank,Grass_and_Grass_Mixtures_Pasture_Rank,Wild_Rice_Rank,Concern_Commondity_Price_of_Crops,Concern_Market_Access,Concern_Consumer_Demand,Concern_Input_Costs,Concern_Water_Costs,Concern_Land_Tenure,Concern_Water_Quality_and_Availability,Concern_Labor_Quality_and_Availability,Concern_Water_Regulations_Quantity,Concern_Water_Regulations_Quality,Concern_Labor_Regulations,Concern_Chemical_Regulations,Concern_Air_Quality,Concern_Changing_Weather_and_Climate,Concern_Soil_Degradation,Concern_Other,Alfalfa_Concerns,Cotton_Concerns,Rice_Concerns,Wild_Rice_Concerns,Wheat_Concerns,Triticale_Concerns,Barley_Concerns,Oats_Concerns,Corn_Concerns,Sorghum_Concerns,Corn_Silage_Concerns,Small_Grain_Silage_Concerns,Small_Grain_Hay_Concerns,Grass_and_Grass_Mixtures_Hay_Concerns,Grass_and_Grass_Mixtures_Pasture_Concerns,Sorghum_Sudangrass_Sudan_Concerns,Mixed_Hay_Concerns,Dry_Beans_Concerns,Sunflower_Concerns,Oilseeds_Concerns,Sugar_Beets_Concerns,Hemp_Concerns,Other_Concerns,Alfalfa_Reasons,Cotton_Reasons,Rice_Reasons,Wild_Rice_Reasons,Wheat_Reasons,Triticale_Reasons,Barley_Reasons,Oats_Reasons,Corn_Reasons,Sorghum_Reasons,Corn_Silage_Reasons,Small_Grain_Silage_Reasons,Small_Grain_Hay_Reasons,Grass_and_Grass_Mixtures_Hay_Reasons,Grass_and_Grass_Mixtures_Pasture_Reasons,Sorghum_Sudangrass_Sudan_Reasons,Mixed_Hay_Reasons,Dry_Beans_Reasons,Sunflower_Reasons,Oilseeds_Reasons,Sugar_Beets_Reasons,Hemp_Reasons,Other_Reasons,Affected_Crop_Production_Profitability,Affected_Crop_Production_Crop_Yield,Affected_Crop_Production_Crop_Quality,Affected_Crop_Production_Input_Costs,Affected_Crop_Production_Soil_Fertility,Affected_Crop_Production_Land_Stewardship,Affected_Crop_Production_Natural_Resource_Conservation,Affected_Crop_Production_Meeting_Government_Regulations,Affected_Crop_Production_Labor_Required,Affected_Crop_Production_Ease_of_Implementation,Affected_Crop_Production_Certainty_in_Management_Practice,Affected_Crop_Production_Availability_of_Outreach_Information,Affected_Crop_Production_Water_Availability,Affected_Crop_Production_Other,Information_Sources,UCCE_Engagement_Attend_Field_Day,UCCE_Engagement_Read_Blog,UCCE_Engagement_Call_Advisor,UCCE_Engagement_Read_Newsletter,UCCE_Engagement_Interact_with_Social_Media,Amount_Valued_Continuing_Education_Credits,Amount_Valued_On_Farm_Consultations,Amount_Valued_Crop_Injury_Diagnosis,Amount_Valued_On_Farm_Trials,Priority_Irrigation_Management,Priority_Water_Conservation_and_Storage,Priority_Nutrient_Management,Priority_Salinity_Management,Priority_Soil_Health_Management,Priority_Cover_Crops,Priority_Weed_Control,Priority_Insect_Pest_Control,Priority_Disease_Control,Priority_Manure_Management,Priority_Compost_Management,Priority_Crop_Establishment,Priority_Variety_Testing,Priority_Harvest_and_Postharvest,Priority_Emerging_Crops,Priority_Testing_New_Products,Priority_Niche_Marketing_Field_Crops,Priority_Greenhouse_Gas_Emissions_Reduction,Priority_Organic_Production,Priority_Other,Satisfaction_Irrigation_Management,Satisfaction_Water_Conservation_and_Storage,Satisfaction_Nutrient_Management,Satisfaction_Salinity_Management,Satisfaction_Soil_Health_Management,Satisfaction_Cover_Crops,Satisfaction_Weed_Control,Satisfaction_Insect_Pest_Control,Satisfaction_Disease_Control,Satisfaction_Manure_Management,Satisfaction_Compost_Management,Satisfaction_Crop_Establishment,Satisfaction_Variety_Testing,Satisfaction_Harvest_and_Postharvest,Satisfaction_Emerging_Crops,Satisfaction_Testing_New_Products,Satisfaction_Niche_Marketing_Field_Crops,Satisfaction_Greenhouse_Gas_Emissions_Reduction,Satisfaction_Organic_Production,Satisfaction_Other,UCCE_Information_Types_Requested,UCCE_Information_Preferred_Contact,Internet_Information_Sources,Total_Years_in_Crop_Production,Years_On_Current_Farm,Percentage_Income_Agriculture,Percentage_of_Total_Irrigated_Acres,Percentage_of_Acres_Leased,Percentage_of_Acres_Owned,Proposed_Ideas,Age_Range,Gender,Race_Ethnicity,Gift_Card,Crops
37,Grower,500,70,20,10,0,Butte,2,,,,1,,,,,,,,,,,,,3,,,,,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,,"Irrigation/Water Management,Disease Control,Insect Pest Control,Harvest Operations",,,,,,"Nutrient Management,Weed Control,Soil Management,Labor",,,,,,,,,,,,,,"Disease Control,Soil Management",,,"Stable Markets,Soil is not suitable for other crops",,,,,,"Profitability,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,,,,,,,,,,,,"Crop Rotation Benefits,Supports wildlife habitat",,,Rarely,Sometimes,Often,Always,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Rarely,Often,,"Pesticide Control Advisor,Certified Crop Advisor,Resource Conservation Districts",3-6 times per year,3-6 times per year,1-2 times/year,3-6 times per year,1-2 times/month,Somewhat Valuable,Very Valuable,Somewhat Valuable,Somewhat Valuable,Low Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,No Opinion,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information","Internet (websites),Webinars,Newsletters","University of California Cooperative Extension websites,Facebook",10-19 years,3-9 years,60,41,40,60,yes,26- 34 years,Male,White or Caucasian,Yes,"Alfalfa, Barley, Sugar Beets"
38,Grower,1000,70,20,10,0,Calaveras,,,,,,,2,1,,,,,,,,,,3,,,,,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,,"Irrigation/Water Management,Disease Control,Weed Control,Soil Management",,,,,,,"Nutrient Management,Insect Pest Control,Harvest Operations,Labor",,,,,,,,,,,,"Irrigation/Water Management,Weed Control,Harvest Operations",,,,"Profitability,Supports wildlife habitat",,,,,,,"Stable Markets,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,,,,,,,,,,"Crop Rotation Benefits,Soil is not suitable for other crops",,,Often,Often,Always,Sometimes,Rarely,Sometimes,Often,Always,Often,Sometimes,Sometimes,Sometimes,Rarely,,"Industry,Pesticide Control Advisor,Certified Crop Advisor",3-6 times per year,1-2 times/year,1-2 times/year,1-2 times/month,3-6 times per year,Not Valuable,Somewhat Valuable,Very Valuable,Somewhat Valuable,Low Priority,Medium Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,High Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,,"Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Webinars,Newsletters","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites",10-19 years,3-9 years,60,60,40,60,,26- 34 years,Male,White or Caucasian,Yes,"Cotton, Corn, Sugar Beets"
39,Grower,300,70,20,10,0,Glenn,,,,,1,,,,,,,,,2,,,3,,,,,,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,,,,,,,,"Irrigation/Water Management,Insect Pest Control",,,,,,,,,,,"Disease Control,Weed Control,Soil Management,Labor",,"Nutrient Management,Harvest Operations",,,,,,,,,,"I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,,,,"Profitability,Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,Soil is not suitable for other crops,Supports wildlife habitat,Crop is traditionally grown on my farm",,"Stable Markets,Suitability for saline/alkaline soils",,,,Rarely,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Always,Sometimes,Rarely,Sometimes,,"Industry,Certified Crop Advisor,Environmental Groups",3-6 times per year,1-2 times/year,1-2 times/month,3-6 times per year,1-2 times/year,Not Valuable,Somewhat Valuable,Very Valuable,Somewhat Valuable,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information","Internet (websites),Newsletters,Radio/Podcast","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites",20-29 years,10-19 years,60,40,50,50,n/a,26- 34 years,Female,White or Caucasian,Yes,"Barley, Dry Beans, Oilseeds"
40,Grower,500,75,20,5,0,Glenn,,,,,1,,2,,,,,,,,,,,3,,,,,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,,,"Irrigation/Water Management,Weed Control,Soil Management,Harvest Operations,Other:",,,,,"Insect Pest Control,Labor",,,,,,,,,,,,,,"Nutrient Management,Disease Control",,,,"Profitability,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Soil is not suitable for other crops,Supports wildlife habitat,Crop is traditionally grown on my farm",,,,,"Stable Markets,Crop Rotation Benefits,Suitability for saline/alkaline soils",,,,,,,,,,,,,,Capacity for deficit irrigation or fallowing,,,Rarely,Sometimes,Often,Always,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,,"Industry,Certified Crop Advisor,UC Cooperative Extension",1-2 times/month,3-6 times per year,1-2 times/year,1-2 times/year,3-6 times per year,Not Valuable,Somewhat Valuable,Somewhat Valuable,Very Valuable,Medium Priority,Low Priority,Medium Priority,Low Priority,High Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,Low Priority,Medium Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,,"Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Newsletters,Radio/Podcast","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites",10-19 years,3-9 years,70,50,40,60,n/a,Under 25 years,Female,White or Caucasian,Yes,"Barley, Cotton, Sugar Beets"
41,Grower,500,90,3,7,0,Kings,,,1,,,,,,,,,,,2,,,3,,,,,,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Not  concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not  concerned,,,,,,"Nutrient Management,Disease Control,Insect Pest Control",,,,,,,,,,,,,"Nutrient Management,Disease Control,Insect Pest Control",,"Nutrient Management,Disease Control,Insect Pest Control",,,,,,,,Crop is traditionally grown on my farm,,,,,,,,,,,,,"Stable Markets,Crop is traditionally grown on my farm",,Crop is traditionally grown on my farm,,,,Often,Often,Sometimes,Rarely,Sometimes,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,,"Industry,Other Growers",1-2 times/month,3-6 times per year,3-6 times per year,1-2 times/month,3-6 times per year,Somewhat Valuable,Somewhat Valuable,Very Valuable,Not Valuable,Low Priority,Low Priority,Low Priority,Low Priority,Low Priority,Low Priority,Medium Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,Low Priority,Medium Priority,No Opinion,No Opinion,No Opinion,No Opinion,Medium Priority,,Low Satisfaction,,Low Satisfaction,No Opinion,Low Satisfaction,No Opinion,Medium Satisfaction,High Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,Medium Satisfaction,,"Decision Support Tools,Cost of Production Information,Farm Economics","Internet (websites),Social Media","Commodity Board websites,Facebook",3-9 years,10-19 years,71,34,,100,YES,26- 34 years,Male,White or Caucasian,Yes,"Wheat, Dry Beans, Oilseeds"
42,Grower,1150,100,0,0,0,Glenn,,,,,,,,,,,,,,,,,,,,,,,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Not  concerned,Not  concerned,Not  concerned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Always,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Rarely,Always,,"Industry,Other Growers,Pesticide Control Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",1-2 times/year,1-2 times/month,Never,1-2 times/month,Never,Somewhat Valuable,,Very Valuable,Very Valuable,Low Priority,Medium Priority,High Priority,Low Priority,Low Priority,Low Priority,High Priority,High Priority,High Priority,Low Priority,Low Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,High Priority,Low Priority,Low Priority,Low Priority,,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Newsletters,In-person meetings (Field Days, Grower Meetings),Fact Sheets","UC Blogs,Vendor Websites",30+ years,30+ years,100,100,40,60,,45 - 54 years,Male,Other (please specify),Yes,
43,Grower,550,90,0,10,0,"Colusa,Glenn",,1,,,,2,,,,,,3,,,,,,,,,,,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Not  concerned,Not  concerned,Not  concerned,Very concerned,Very concerned,Very concerned,,,"Irrigation/Water Management,Nutrient Management,Weed Control,Soil Management",,,,,"Weed Control,Soil Management",,,,,,Soil Management,,,,,,,,,,,,"Profitability,Stable Markets,Supports wildlife habitat,Crop is traditionally grown on my farm",,,,,"Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,Supports wildlife habitat",,,,,,"Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,Supports wildlife habitat",,,,,,,,,,Always,Often,Always,Always,Always,Always,Always,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Always,"Industry,Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members",1-2 times/year,3-6 times per year,Never,1-2 times/year,1-2 times/month,Not Valuable,Somewhat Valuable,Somewhat Valuable,Very Valuable,Medium Priority,High Priority,Medium Priority,Low Priority,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,High Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,High Priority,,High Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,High Satisfaction,Low Satisfaction,No Opinion,No Opinion,No Opinion,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),In-person meetings (Field Days, Grower Meetings),Radio/Podcast,Social Media,Demonstration Videos","University of California Cooperative Extension websites,Twitter,Other (specify)",30+ years,30+ years,100,100,100,,"stand establishment in organic rice, weed control in organic rice, no-till rice production, soil health management",45 - 54 years,Male,White or Caucasian,Yes,"Rice, Oats, Grass and Grass Mixtures Hay"
44,Grower,700,100,0,0,0,"Colusa,Yolo",,1,,,,,,,,,,,,,,,,,,,,2,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not  concerned,,,,Weed Control,Other:,,,,,,,,,,,,,,,,,,,,,,Profitability,Other,,,,,,,,,,,,,,,,,,,,Often,Often,Often,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Often,Often,Always,,"Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Field crew",1-2 times/month,1-2 times/month,1-2 times/year,1-2 times/month,1-2 times/year,Very Valuable,Somewhat Valuable,Very Valuable,Very Valuable,High Priority,Medium Priority,High Priority,High Priority,Medium Priority,Medium Priority,High Priority,High Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Medium Priority,High Priority,Low Priority,Medium Priority,Medium Priority,,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,No Opinion,No Opinion,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,No Opinion,No Opinion,,"Decision Support Tools,Recommendations on how to manage,Field Trial Results","Internet (websites),Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Fact Sheets",,20-29 years,10-19 years,100,100,70,30,,45 - 54 years,Prefer not to say,Prefer not to say,No,"Rice, Wild Rice"
45,Grower,-,100,0,0,0,"Fresno,Kings",3,,,2,,,,,1,,,,,,,,,,,,,,Very concerned,Not  concerned,Not  concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Not  concerned,,"Irrigation/Water Management,Insect Pest Control,Labor",,,,,"Disease Control,Labor",,,,,"Irrigation/Water Management,Weed Control,Insect Pest Control,Labor",,,,,,,,,,,,,Supports wildlife habitat,,,,,Supports wildlife habitat,,,,,Supports wildlife habitat,,,,,,,,,,,,,Always,Always,Always,Always,Always,Always,Often,Rarely,Always,Often,Often,Sometimes,Always,,"Industry,Other Growers,Pesticide Control Advisor,UC Cooperative Extension,State or County Farm Bureau,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members,Field crew",1-2 times/year,Never,1-2 times/year,1-2 times/year,Never,Very Valuable,Somewhat Valuable,Very Valuable,Very Valuable,High Priority,High Priority,High Priority,High Priority,,Low Priority,High Priority,High Priority,High Priority,High Priority,Medium Priority,High Priority,High Priority,High Priority,Medium Priority,High Priority,Low Priority,Low Priority,Low Priority,High Priority,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,No Opinion,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,Low Satisfaction,No Opinion,No Opinion,No Opinion,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Newsletters,In-person meetings (Field Days, Grower Meetings)",,30+ years,30+ years,40,,,,"Return to your roots. Changing web sites, social media, non responsive new additions to staff have evolved to a service that is becoming more useless.",55 - 64 years,Prefer not to say,Other (please specify),Yes,"Alfalfa, Triticale, Corn Silage"
46,Grower,,50,20,10,20,San Joaquin,3,,,,,,,1,2,,,,,,,,,,,,,,Very concerned,Somewhat concerned,Not  concerned,Very concerned,Not  concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,,"Irrigation/Water Management,Disease Control,Insect Pest Control",,,,,,,,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control,Labor",,"Irrigation/Water Management,Nutrient Management,Insect Pest Control,Harvest Operations,Labor",,,,,,,,,,,,,"Profitability,Crop Rotation Benefits",,,,,,,,"Crop Rotation Benefits,Crop is traditionally grown on my farm",,"Stable Markets,Crop Rotation Benefits",,,,,,,,,,,,,Always,Always,Always,Often,Always,Often,Often,Sometimes,Always,Always,Often,Sometimes,Never,,"Industry,Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",1-2 times/month,1-3 times/week,3-6 times per year,1-2 times/month,Never,Very Valuable,Very Valuable,Very Valuable,Very Valuable,Medium Priority,Low Priority,High Priority,High Priority,Medium Priority,Low Priority,High Priority,High Priority,High Priority,Low Priority,Low Priority,High Priority,High Priority,Medium Priority,Medium Priority,Medium Priority,Low Priority,Low Priority,Low Priority,,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Low Satisfaction,No Opinion,Medium Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,No Opinion,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,High Satisfaction,No Opinion,No Opinion,No Opinion,,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),Blogs,Newsletters,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Books/manuals,Fact Sheets,Interactive Web Tools","University of California Cooperative Extension websites,UC Blogs,Other state's Cooperative Extension websites (specify which universities):",3-9 years,3-9 years,100,100,30,70,More work on rice in the delta,26- 34 years,Male,White or Caucasian,Yes,"Alfalfa, Corn, Corn Silage"
47,Grower,700,100,0,0,0,"Sacramento,Sutter",,1,,,,,,,,,,2,,,,,,,,,,,Somewhat concerned,Somewhat concerned,Not  concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,,,,Weed Control,,,,,,,,,,,Weed Control,,,,,,,,,,,,"Profitability,Stable Markets,Soil is not suitable for other crops,Supports wildlife habitat",,,,,,,,,,,"I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.)",,,,,,,,,,Always,Often,Often,Often,Always,Always,Often,Often,Sometimes,Rarely,Often,Often,Always,,"Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",1-2 times/year,1-2 times/month,1-2 times/year,1-2 times/month,1-2 times/month,Very Valuable,Somewhat Valuable,Somewhat Valuable,Very Valuable,Medium Priority,Medium Priority,High Priority,Low Priority,Medium Priority,Medium Priority,High Priority,High Priority,High Priority,Low Priority,Low Priority,High Priority,High Priority,Medium Priority,Low Priority,High Priority,Low Priority,Low Priority,Low Priority,,High Satisfaction,High Satisfaction,High Satisfaction,No Opinion,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,No Opinion,,High Satisfaction,Medium Satisfaction,No Opinion,High Satisfaction,No Opinion,No Opinion,No Opinion,No Opinion,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Blogs,Newsletters,In-person meetings (Field Days, Grower Meetings),Books/manuals,Fact Sheets","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites",30+ years,20-29 years,85,95,95,5,,65 - 74 years,Male,White or Caucasian,Yes,"Rice, Grass and Grass Mixtures Hay"
