"","Primary_Vocation","Acres","Percentage_Field_Crops","Percentage_Vegetable_Crops","Percentage_Tree_and_Vine_Crops","Percentage_Other","County","Alfalfa_Rank","Rice_Rank","Wheat_Rank","Triticale_Rank","Barley_Rank","Oats_Rank","Cotton_Rank","Corn_Rank","Corn_Silage_Rank","Small_Grain_Silage_Rank","Small_Grain_Hay_Rank","Grass_and_Grass_Mixtures_Hay_Rank","Sorghum_Rank","Sorghum_Sudangrass_Sudan_Rank","Dry_Beans_Rank","Mixed_Hay_Rank","Sunflower_Rank","Oilseeds_Rank","Sugar_Beets_Rank","Hemp_Rank","Other_Rank","Grass_and_Grass_Mixtures_Rank","Wild_Rice_Rank","Concern_Commodity_Price_of_Crops","Concern_Market_Access","Concern_Consumer_Demand","Concern_Input_Costs","Concern_Water_Costs","Concern_Land_Tenure","Concern_Water_Quality_and_Availability","Concern_Labor_Quality_and_Availability","Concern_Water_Regulations_Quantity","Concern_Water_Regulations_Quality","Concern_Labor_Regulations","Concern_Chemical_Regulations","Concern_Air_Quality","Concern_Changing_Weather_and_Climate","Concern_Soil_Degradation","Concern_Other","Alfalfa_Concerns","Cotton_Concerns","Rice_Concerns","Wild_Rice_Concerns","Wheat_Concerns","Triticale_Concerns","Barley_Concerns","Oats_Concerns","Corn_Concerns","Sorghum_Concerns","Corn_Silage_Concerns","Small_Grain_Silage_Concerns","Small_Grain_Hay_Concerns","Grass_and_Grass_Mixtures_Hay_Concerns","Grass_and_Grass_Mixtures_Pasture_Concerns","Sorghum_Sudangrass_Sudan_Concerns","Mixed_Hay_Concerns","Dry_Beans_Concerns","Sunflower_Concerns","Oilseeds_Concerns","Sugar_Beets_Concerns","Hemp_Concerns","Other_Concerns","Affected_Crop_Production_Profitability","Affected_Crop_Production_Crop_Yield","Affected_Crop_Production_Crop_Quality","Affected_Crop_Production_Input_Costs","Affected_Crop_Production_Soil_Fertility","Affected_Crop_Production_Land_Stewardship","Affected_Crop_Production_Natural_Resource_Conservation","Affected_Crop_Production_Meeting_Government_Regulations","Affected_Crop_Production_Labor_Required","Affected_Crop_Production_Ease_of_Implementation","Affected_Crop_Production_Certainty_in_Management_Practice","Affected_Crop_Production_Availability_of_Outreach_Information","Affected_Crop_Production_Water_Availability","Affected_Crop_Production_Other","Information_Sources","UCCE_Engagement_Attend_Field_Day","UCCE_Engagement_Read_Blog","UCCE_Engagement_Call_Advisor","UCCE_Engagement_Read_Newsletter","UCCE_Engagement_Interact_with_Social_Media","Amount_Valued_Continuing_Education_Credits","Amount_Valued_On_Farm_Consultations","Amount_Valued_Crop_Injury_Diagnosis","Amount_Valued_On_Farm_Trials","Priority_Irrigation_Management","Priority_Water_Conservation_and_Storage","Priority_Nutrient_Management","Priority_Salinity_Management","Priority_Soil_Health_Management","Priority_Cover_Crops","Priority_Weed_Control","Priority_Insect_Pest_Control","Priority_Disease_Control","Priority_Manure_Management","Priority_Compost_Management","Priority_Crop_Establishment","Priority_Variety_Testing","Priority_Harvest_and_Postharvest","Priority_Emerging_Crops","Priority_Testing_New_Products","Priority_Niche_Marketing_Field_Crops","Priority_Greenhouse_Gas_Emissions_Reduction","Priority_Organic_Production","Priority_Other","Satisfaction_Irrigation_Management","Satisfaction_Water_Conservation_and_Storage","Satisfaction_Nutrient_Management","Satisfaction_Salinity_Management","Satisfaction_Soil_Health_Management","Satisfaction_Cover_Crops","Satisfaction_Weed_Control","Satisfaction_Insect_Pest_Control","Satisfaction_Disease_Control","Satisfaction_Manure_Management","Satisfaction_Compost_Management","Satisfaction_Crop_Establishment","Satisfaction_Variety_Testing","Satisfaction_Harvest_and_Postharvest","Satisfaction_Emerging_Crops","Satisfaction_Testing_New_Products","Satisfaction_Niche_Marketing_Field_Crops","Satisfaction_Greenhouse_Gas_Emissions_Reduction","Satisfaction_Organic_Production","Satisfaction_Other","UCCE_Information_Types_Requested","UCCE_Information_Preferred_Contact","Internet_Information_Sources","Total_Years_in_Crop_Production","Total_Years_in_Consulting_Field_Crops","Percentage_Income_Agriculture","Percentage_of_Total_Irrigated_Acres","Percentage_of_Acres_Leased","Percentage_of_Acres_Owned","Proposed_Ideas","Age_Range","Gender","Race_Ethnicity","Gift_Card","Crops","Region"
"104","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"105","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","90000","100","0","0","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,"3",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Not  concerned","Somewhat concerned",NA,"Irrigation/Water Management,Weed Control,Insect Pest Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Weed Control",NA,"Irrigation/Water Management,Weed Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alfalfa, Corn Silage, Small Grain Hay",""
"106","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"107","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","6000","30","0","70","0","Fresno,Kern,Kings,Tulare","3",NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Not  concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned",NA,"Irrigation/Water Management,Nutrient Management,Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Labor","Irrigation/Water Management,Nutrient Management,Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alfalfa, Corn Silage, Small Grain Silage","SSJV, SSJV"
"108","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","300","92","8","0","0","Los Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Coastal, Coastal"
"109","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","10000","0","0","100","0","Fresno,Kern,Kings,Madera,Merced,Sacramento,San Joaquin,Stanislaus,Tulare,Ventura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Not  concerned","Not  concerned","Not  concerned","Somewhat concerned","Very concerned","Not  concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Not  concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Soil Management","Often","Sometimes","Rarely","Sometimes","Often","Rarely","Rarely","Often","Often","Sometimes","Rarely","Rarely","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","NSJV, Sac_Valley, NSJV, SSJV, Coastal"
"110","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"111","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","500","30","0","70","0","Madera,Merced,San Joaquin,Stanislaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","NSJV, NSJV"
"112","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","20000","15","0","40","45","Fresno,Kern,Kings,Tulare","3",NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned",NA,"Irrigation/Water Management,Other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management","Irrigation/Water Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always",NA,"Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Resource Conservation Districts,Water Quality Coalition,NRCS","3-6 times per year","1-3 times/week","3-6 times per year","1-2 times/month","Never","Very Valuable","Very Valuable","Very Valuable","Very Valuable","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority",NA,"High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction",NA,"Decision Support Tools,Recommendations on how to manage,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Fact Sheets,""California Agriculture"" Journal","University of California Cooperative Extension websites",NA,"30+ years","100","100","20","90",NA,"Prefer not to say","Prefer not to say","Other (please specify)","No","Alfalfa, Corn Silage, Small Grain Silage","SSJV, SSJV"
"113","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","30000","35","50","0","15","Lassen,Modoc,Shasta,Siskiyou","1",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,"Very concerned",NA,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control",NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control",NA,"Always","Always","Often","Always","Always","Always","Always",NA,NA,"Always","Sometimes","Always",NA,"Industry,Pesticide Control Advisor,UC Cooperative Extension","1-2 times/year","3-6 times per year","3-6 times per year","3-6 times per year","1-3 times/week","Very Valuable","Very Valuable","Very Valuable","Very Valuable","High Priority","High Priority","High Priority","Low Priority","High Priority","High Priority","High Priority",NA,NA,NA,NA,NA,NA,NA,"High Priority","High Priority","High Priority","No Opinion","No Opinion",NA,"High Satisfaction","High Satisfaction","High Satisfaction",NA,"High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction",NA,NA,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings)","University of California Cooperative Extension websites",NA,"30+ years","91","95","30","70",NA,"55 - 64 years","Male","White or Caucasian","No","Alfalfa, Wheat, Other","Intermountain"
"114","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","5000","5","5","90","0","Amador,El Dorado,Mendocino,Napa,Placer,Sacramento,San Joaquin,Santa Clara,Solano,Sonoma,Yolo","1",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Not  concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned",NA,"Irrigation/Water Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrient Management",NA,NA,"Irrigation/Water Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Often","Often","Often","Sometimes","Sometimes","Often","Often","Often","Often","Often","Rarely","Always",NA,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension","1-2 times/year","1-2 times/year","1-2 times/year","1-2 times/year","Never",NA,"Somewhat Valuable",NA,"Very Valuable","High Priority","High Priority","High Priority","Medium Priority","Low Priority","Low Priority","High Priority","High Priority","High Priority","No Opinion","Low Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Low Priority",NA,"High Satisfaction","High Satisfaction","High Satisfaction","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","No Opinion","No Opinion","Medium Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion",NA,"Decision Support Tools,Field Trial Results","Internet (websites),Webinars,Virtual Meetings,Interactive Web Tools","University of California Cooperative Extension websites,Commodity Board websites",NA,"3-9 years","22","83",NA,NA,NA,"55 - 64 years","Female","White or Caucasian","No","Alfalfa, Corn Silage, Grass and Grass Mixtures Hay","Coastal, Sac_Valley, NSJV, Coastal, Sierra_Nevada"
"115","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))",NA,"50","0","40","10","Inyo,Kern,Los Angeles,Mono,Riverside,San Bernardino,San Luis Obispo,Santa Barbara,Ventura","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat concerned","Not  concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Not  concerned",NA,"Irrigation/Water Management,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disease Control","Nutrient Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Always","Always","Always","Often","Often","Often","Always","Always","Always","Often","Often","Always",NA,"Industry,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","3-6 times per year","1-2 times/month","1-2 times/year","1-2 times/month","1-2 times/month","Very Valuable","Very Valuable","Somewhat Valuable","Very Valuable","High Priority","Medium Priority","High Priority","High Priority","Low Priority","Low Priority","High Priority","High Priority","High Priority","Low Priority","Low Priority","Medium Priority","High Priority","Medium Priority","Low Priority","High Priority","Low Priority","Low Priority","Low Priority",NA,"Medium Satisfaction",NA,"Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","No Opinion","Low Satisfaction","Low Satisfaction","No Opinion","No Opinion",NA,"Recommendations on how to manage,Cost of Production Information,Field Trial Results,Other (please specify):","Internet (websites),Newsletters,In-person meetings (Field Days, Grower Meetings),Social Media,Two or three day destination meetings,""California Agriculture"" Journal","University of California Cooperative Extension websites,Vendor Websites",NA,"30+ years","90","0","0","80",NA,"65 - 74 years","Male","White or Caucasian","No","Alfalfa, Small Grain Hay, Grass and Grass Mixtures Hay","Coastal, SSJV, Desert, Coastal, Sierra_Nevada"
"116","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","varies","0","10","90","0","Imperial",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA,NA,"Very concerned",NA,NA,"Very concerned",NA,"Very concerned",NA,NA,"Very concerned","Very concerned",NA,"Very concerned",NA,NA,NA,"Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Soil Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always",NA,NA,"Always",NA,NA,NA,NA,"Always",NA,"Other Growers",NA,NA,NA,NA,NA,NA,"Very Valuable",NA,NA,NA,NA,"High Priority",NA,"High Priority",NA,NA,"High Priority","High Priority","High Priority","High Priority",NA,NA,NA,NA,NA,NA,NA,"High Priority",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rice, Oilseeds, Hemp","Desert, Desert"
"117","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"118","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","2000","50","0","50","0","Butte,Colusa,Glenn,Napa,Sonoma,Sutter,Yolo",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned",NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Soil Management,Harvest Operations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor",NA,"Often","Often","Often","Often","Often","Always","Often","Always","Sometimes","Often","Always","Sometimes","Often",NA,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Resource Conservation Districts,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members,County Agricultural Commissioner","3-6 times per year","1-2 times/month","1-2 times/year","1-2 times/month","1-2 times/month","Very Valuable","Very Valuable","Very Valuable","Very Valuable","Medium Priority","Low Priority","High Priority","Low Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Low Priority","High Priority",NA,"High Satisfaction","Medium Satisfaction","High Satisfaction","No Opinion","High Satisfaction","Low Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","No Opinion","Low Satisfaction",NA,"Decision Support Tools,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Blogs,Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Radio/Podcast,Social Media,Fact Sheets,Demonstration Videos","University of California Cooperative Extension websites,Instagram,Facebook",NA,"20-29 years","20","100","50","50",NA,"35 - 44 years","Male","White or Caucasian","Yes","Rice, Hemp","Sac_Valley, Sac_Valley, Coastal"
"119","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","3000","23","10","67","0","Fresno,Madera,Merced","2",NA,NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Irrigation/Water Management,Weed Control,Insect Pest Control","Nutrient Management,Weed Control,Insect Pest Control",NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Weed Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often","Often","Always","Often","Often","Sometimes","Sometimes","Often","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Industry,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","1-2 times/year","3-6 times per year","1-2 times/year","3-6 times per year","Never","Very Valuable","Very Valuable","Very Valuable","Somewhat Valuable","High Priority","Medium Priority","High Priority","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","Medium Priority","High Priority","Medium Priority","Low Priority","Medium Priority","No Opinion","High Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),Books/manuals,Fact Sheets","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites,Other state's Cooperative Extension websites (specify which universities):,Farmer network or forum (please specify),Vendor Websites",NA,"30+ years","100","100","20","80",NA,"55 - 64 years","Male","White or Caucasian","Yes","Alfalfa, Cotton, Corn Silage","NSJV, NSJV, SSJV"
