"","Primary_Vocation","County","Concern_Commodity_Price_of_Crops","Concern_Market_Access","Concern_Consumer_Demand","Concern_Input_Costs","Concern_Water_Costs","Concern_Land_Tenure","Concern_Water_Quality_and_Availability","Concern_Labor_Quality_and_Availability","Concern_Water_Regulations_Quantity","Concern_Water_Regulations_Quality","Concern_Labor_Regulations","Concern_Chemical_Regulations","Concern_Air_Quality","Concern_Changing_Weather_and_Climate","Concern_Soil_Degradation","Information_Sources","UCCE_Engagement_Attend_Field_Day","UCCE_Engagement_Read_Blog","UCCE_Engagement_Call_Advisor","UCCE_Engagement_Read_Newsletter","UCCE_Engagement_Interact_with_Social_Media","Priority_Irrigation_Management","Priority_Water_Conservation_and_Storage","Priority_Nutrient_Management","Priority_Salinity_Management","Priority_Soil_Health_Management","Priority_Cover_Crops","Priority_Weed_Control","Priority_Insect_Pest_Control","Priority_Disease_Control","Priority_Manure_Management","Priority_Compost_Management","Priority_Crop_Establishment","Priority_Variety_Testing","Priority_Harvest_and_Postharvest","Priority_Emerging_Crops","Priority_Testing_New_Products","Priority_Niche_Marketing_Field_Crops","Priority_Greenhouse_Gas_Emissions_Reduction","Priority_Organic_Production","Satisfaction_Irrigation_Management","Satisfaction_Water_Conservation_and_Storage","Satisfaction_Nutrient_Management","Satisfaction_Salinity_Management","Satisfaction_Soil_Health_Management","Satisfaction_Cover_Crops","Satisfaction_Weed_Control","Satisfaction_Insect_Pest_Control","Satisfaction_Disease_Control","Satisfaction_Manure_Management","Satisfaction_Compost_Management","Satisfaction_Crop_Establishment","Satisfaction_Variety_Testing","Satisfaction_Harvest_and_Postharvest","Satisfaction_Emerging_Crops","Satisfaction_Testing_New_Products","Satisfaction_Niche_Marketing_Field_Crops","Satisfaction_Greenhouse_Gas_Emissions_Reduction","Satisfaction_Organic_Production","UCCE_Information_Types_Requested","UCCE_Information_Preferred_Contact","Internet_Information_Sources","Age_Range","Gender","Race_Ethnicity","Gift_Card","Region"
"86","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Kern,Kings,San Luis Obispo,Tulare","Not  concerned","Not  concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Not  concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Not  concerned","Industry,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","Never","1-2 times/year","1-2 times/year","1-2 times/year","3-6 times per year","Low Priority","Medium Priority","High Priority","Medium Priority","Low Priority","Low Priority","Low Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","Low Priority","Low Priority","High Priority","Low Priority","Medium Priority","Low Priority","Low Priority","Low Priority","No Opinion","No Opinion","Medium Satisfaction","No Opinion","No Opinion","No Opinion","Medium Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Medium Satisfaction","No Opinion","Medium Satisfaction","No Opinion","No Opinion","No Opinion","Decision Support Tools,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Virtual Meetings","University of California Cooperative Extension websites,Other state's Cooperative Extension websites (specify which universities):","35 - 44 years","Male","White or Caucasian","Yes","SSJV, SSJV, Coastal"
"87","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Colusa,Contra Costa,Fresno,Glenn,Kern,Kings,Madera,Merced,Modoc,Napa,Riverside,Sacramento,San Joaquin,San Luis Obispo,Shasta,Stanislaus,Tulare,Yolo ,Yuba","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Somewhat concerned","Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","3-6 times per year","3-6 times per year","1-2 times/year","1-2 times/year","1-2 times/year","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","High Priority","High Priority","Medium Priority","Low Priority","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Recommendations on how to manage,Field Trial Results","Internet (websites),Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets,Interactive Web Tools,Demonstration Videos","University of California Cooperative Extension websites","55 - 64 years","Male","White or Caucasian","Yes","Sac_Valley, Sac_Valley, NSJV, SSJV, Desert, Coastal"
"88","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Solano,Sutter,Yolo","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Other Growers","1-2 times/year","Never","3-6 times per year","3-6 times per year","Never","Low Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Low Priority","Medium Priority","Medium Priority","High Priority","Low Priority","Low Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","High Priority","Low Priority","Low Priority","Low Priority","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Decision Support Tools,Recommendations on how to manage,Field Trial Results","Internet (websites)","University of California Cooperative Extension websites","45 - 54 years","Male","White or Caucasian","No","Sac_Valley, Sac_Valley"
"89","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Tulare","Not  concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSJV, SSJV"
"90","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Mendocino,San Luis Obispo","Somewhat concerned","Not  concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Industry,UC Cooperative Extension,Environmental Groups","1-2 times/year","3-6 times per year","Never","3-6 times per year","Never","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","High Priority","Medium Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","No Opinion","Medium Satisfaction","High Satisfaction","High Satisfaction","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Low Satisfaction","No Opinion","No Opinion","Medium Satisfaction","Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),""California Agriculture"" Journal","University of California Cooperative Extension websites","65 - 74 years","Male","White or Caucasian","No","Coastal, SSJV, Coastal"
"91","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo ,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo ,Yuba","Somewhat concerned",NA,"Somewhat concerned","Somewhat concerned","Somewhat concerned",NA,"Very concerned",NA,"Very concerned","Very concerned",NA,"Very concerned",NA,"Somewhat concerned",NA,"Industry,Certified Crop Advisor,UC Cooperative Extension,NRCS","1-2 times/year",NA,"1-2 times/year","1-2 times/year",NA,"High Priority","Medium Priority","Low Priority","High Priority","Low Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Low Priority","No Opinion","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Decision Support Tools,Recommendations on how to manage,Field Trial Results,Regulatory updates","Internet (websites),UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Books/manuals,Fact Sheets,Demonstration Videos,Two or three day destination meetings","University of California Cooperative Extension websites","65 - 74 years","Male","White or Caucasian","No","Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal, Sierra_Nevada"
"92","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Napa,Nevada,Orange,Placer,Sacramento,San Benito,San Bernardino,San Diego,San Joaquin,San Luis Obispo,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo ,Yuba","Not  concerned","Not  concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Not  concerned","Not  concerned","Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","3-6 times per year","3-6 times per year","Never","3-6 times per year","Never","Medium Priority","Medium Priority","Medium Priority","No Opinion","Low Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","No Opinion","Medium Priority","High Priority","Medium Priority","No Opinion","Low Priority","Medium Priority","No Opinion","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction",NA,NA,"No Opinion","No Opinion","No Opinion","No Opinion","No Opinion",NA,NA,NA,NA,NA,NA,NA,"Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal, Sierra_Nevada"
"93","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kings,Tulare","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Somewhat concerned","Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","1-2 times/year","1-2 times/month","1-2 times/month","3-6 times per year","Never","Medium Priority","Low Priority","Medium Priority","High Priority","Medium Priority","Low Priority","High Priority","Medium Priority","Low Priority","Low Priority","Low Priority","Low Priority","Medium Priority","Medium Priority","High Priority","High Priority","Medium Priority","Low Priority","Low Priority","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","No Opinion","Medium Satisfaction","Medium Satisfaction","High Satisfaction","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Decision Support Tools,Recommendations on how to manage,Field Trial Results","Internet (websites),Webinars,Newsletters,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets,Interactive Web Tools,""California Agriculture"" Journal","University of California Cooperative Extension websites,Farmer network or forum (please specify),Vendor Websites","55 - 64 years","Male",NA,"No","SSJV, SSJV"
"94","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kern,Kings,Madera,Merced,Tulare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSJV, NSJV, SSJV"
"95","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Butte,Colusa,Fresno,Glenn,Kern,Kings,Madera,Merced,Sacramento,San Benito,San Joaquin,Solano,Stanislaus,Sutter,Tulare,Yolo","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","3-6 times per year","1-2 times/month","1-2 times/year","3-6 times per year","1-2 times/month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sac_Valley, Sac_Valley, NSJV, SSJV, Coastal"
"96","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Alpine,Amador,Calaveras,Colusa,Contra Costa,El Dorado,Fresno,Glenn,Humboldt,Imperial,Kern,Kings,Lassen,Madera,Marin,Mariposa,Mendocino,Merced,Monterey,Napa,Nevada,Placer,Plumas,Riverside,Sacramento,San Francisco,San Joaquin,San Luis Obispo,San Mateo ,Santa Clara,Santa Cruz,Sierra,Solano,Sonoma,Stanislaus,Sutter,Tulare,Tuolumne,Yolo ,Yuba","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Not  concerned","Industry,Other Growers,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","1-2 times/year","1-2 times/month","1-2 times/year","1-2 times/month","Never","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","High Priority","Low Priority","Low Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Low Priority","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,"High Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Decision Support Tools,Cost of Production Information,Field Trial Results,Regulatory updates","Internet (websites),Newsletters,In-person meetings (Field Days, Grower Meetings),Books/manuals","University of California Cooperative Extension websites,Other state's Cooperative Extension websites (specify which universities):","55 - 64 years","Male","White or Caucasian,Other (please specify)","No","Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal, Sierra_Nevada"
"97","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kings","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Not  concerned","Industry,Pesticide Control Advisor,UC Cooperative Extension","1-2 times/year","Never","3-6 times per year","1-2 times/year","Never","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","High Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","High Priority","Low Priority","Low Priority","Low Priority","Medium Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Decision Support Tools,Recommendations on how to manage,Cost of Production Information","Internet (websites),Newsletters,In-person meetings (Field Days, Grower Meetings)","University of California Cooperative Extension websites,Commodity Board websites","55 - 64 years","Male","White or Caucasian","No","SSJV, SSJV"
"98","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSJV, SSJV"
"99","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kern,Kings,Tulare","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSJV, SSJV"
"100","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Contra Costa,San Joaquin,Stanislaus","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Somewhat concerned","Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,NRCS,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members,Field crew","3-6 times per year","Never","Never","1-2 times/year","Never","High Priority","High Priority","High Priority","Medium Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Low Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Low Priority","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","High Satisfaction","No Opinion","No Opinion","No Opinion","Decision Support Tools","Internet (websites),Newsletters,Two or three day destination meetings","University of California Cooperative Extension websites","55 - 64 years","Male","White or Caucasian","No","NSJV, NSJV, Coastal"
"101","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Butte,Colusa,Contra Costa,Fresno,Glenn,Imperial,Kern,Kings,Lassen,Madera,Marin,Mendocino,Merced,Modoc,Monterey,Napa,Riverside,Sacramento,San Benito,San Joaquin,San Luis Obispo,Santa Clara,Santa Cruz,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Ventura,Yolo ,Yuba","Very concerned","Very concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Very concerned","Not  concerned","Not  concerned","Not  concerned","Not  concerned","Not  concerned","Not  concerned","Not  concerned","Somewhat concerned","Industry,Commodity Boards,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","3-6 times per year","1-2 times/month","Never","3-6 times per year","Never","High Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Low Priority","No Opinion","Low Priority","High Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","Low Priority","No Opinion","Medium Priority","Low Priority","Medium Priority","Low Priority","Medium Satisfaction","No Opinion","High Satisfaction","No Opinion","No Opinion","No Opinion","Medium Satisfaction","No Opinion","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","High Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Decision Support Tools,Farm Economics,Field Trial Results","Internet (websites),Blogs,Webinars,Virtual Meetings,In-person meetings (Field Days, Grower Meetings),Interactive Web Tools,Demonstration Videos","University of California Cooperative Extension websites","65 - 74 years","Male","White or Caucasian","No","Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal"
"102","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Imperial,Kern,Kings,Los Angeles,Monterey,Sacramento,San Benito,San Francisco,San Joaquin,San Luis Obispo,San Mateo ,Santa Cruz","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Not  concerned","Not  concerned","Not  concerned","Very concerned","Somewhat concerned","Not  concerned","Very concerned","Not  concerned","Not  concerned","Not  concerned","Not  concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal"
"103","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Kern,Kings,Merced,Sacramento,Tulare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned",NA,NA,"Very concerned","Industry,Water Quality Coalition,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",NA,NA,"1-2 times/year",NA,NA,NA,NA,"High Priority","High Priority","High Priority",NA,NA,NA,NA,"High Priority",NA,NA,NA,NA,NA,"Medium Priority",NA,"Medium Priority",NA,NA,NA,NA,"Medium Satisfaction","Medium Satisfaction",NA,NA,NA,NA,"Medium Satisfaction",NA,NA,NA,NA,NA,NA,NA,"Medium Satisfaction",NA,"Regulatory updates","Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Two or three day destination meetings","I don't look for field crop production information on the internet",NA,NA,NA,"No","SSJV, Sac_Valley, NSJV, SSJV"
"104","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Imperial,Los Angeles,Orange,Riverside,San Bernardino,San Diego","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Industry,Certified Crop Advisor,UC Cooperative Extension,State or County Farm Bureau,County Agricultural Commissioner","1-2 times/year","Never","1-2 times/year","1-2 times/year","Never","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,"Medium Satisfaction","Medium Satisfaction","Cost of Production Information,Field Trial Results","Internet (websites),Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Books/manuals,Fact Sheets","University of California Cooperative Extension websites,Vendor Websites","65 - 74 years","Male","White or Caucasian","No","Desert, Desert, Coastal"
"105","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Butte,Glenn,Tehama","Somewhat concerned","Not  concerned","Not  concerned","Not  concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Not  concerned","Not  concerned","Industry,Pesticide Control Advisor,UC Cooperative Extension","1-2 times/year","3-6 times per year","1-2 times/year","1-2 times/month","Never","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Low Priority","High Priority","Low Priority","Medium Priority","High Priority","Low Priority","No Opinion","Medium Priority","High Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),Newsletters,Personal contact (phone, email, on-farm consultation),Books/manuals,Fact Sheets,Demonstration Videos","University of California Cooperative Extension websites,UC Blogs","55 - 64 years","Male","Other (please specify),Prefer not to say","No","Sac_Valley, Sac_Valley"
